"run","b","sim","BM_AICc","OU_AICc","BS_AICc","cv","BM_wt","OU_wt","BS_wt","fc","lambda"
813,100,1,-751.425171210239,-749.298977858283,-750.035989585391,-1,0.542104346540571,0.187234497432896,0.270661156026533,2,1
813,100,2,-94.9725732132666,-93.1158494306793,-93.6851156985424,-0.95,0.520689465335869,0.205776769276983,0.273533765387148,2,0.999716343474607
813,100,3,-55.2173474365733,-53.557099989123,-51.4091154892799,-0.9,0.630934887462588,0.275084670787688,0.093980441749725,2,1
813,100,4,22.5445724767339,24.6666394710552,25.6735115235631,-0.85,0.642964056857872,0.222528531841837,0.134507411300291,2,1
813,100,5,42.5179911583465,44.6442436171823,46.1555455220325,-0.8,0.663306620041186,0.229089126729294,0.107604253229519,2,1
813,100,6,41.2565069102732,43.3828328978616,45.5451213835019,-0.75,0.68375560195721,0.236142999804632,0.0801013982381583,2,1
813,100,7,66.9727663990504,69.0484447764673,69.5416714474565,-0.7,0.61311276238577,0.217176346891907,0.169710890722323,2,1
813,100,8,105.403730075721,107.333494468677,108.752346462328,-0.65,0.637565666597075,0.24293042407817,0.119503909324756,2,1
813,100,9,129.652258196198,129.866084783158,128.648001794617,-0.6,0.281623709271612,0.253068074604118,0.46530821612427,2,0.999730051243749
813,100,10,96.9286070438733,98.1029473857802,94.7711888153112,-0.55,0.222381402014087,0.123621411706157,0.653997186279756,2,1
813,100,11,128.945971702143,127.075394647033,129.246446490912,-0.5,0.226836984845036,0.57796895642474,0.195194058730223,2,1
813,100,12,146.717389223698,147.60766871344,149.452778228161,-0.45,0.527585268252351,0.338042204607902,0.134372527139746,2,1
813,100,13,112.36711542082,114.493534186046,116.552165748629,-0.4,0.680864561531002,0.23513363733208,0.0840018011369185,2,1
813,100,14,133.055276028836,135.181396146531,136.649869766175,-0.35,0.661750490118494,0.228566803184403,0.109682706697103,2,1
813,100,15,180.209308521005,182.335641106605,183.590890953705,-0.3,0.653708357763865,0.225765087548195,0.12052655468794,2,1
813,100,16,188.455625262971,187.205999292698,189.368568747683,-0.25,0.285599106767295,0.533469600590332,0.180931292642374,2,1
813,100,17,227.86534342667,229.991635169696,231.229109430413,-0.2,0.653001103133479,0.225525435162364,0.121473461704157,2,1
813,100,18,171.974562281644,173.414342568828,175.550896800478,-0.15,0.604568539452243,0.294307430242144,0.101124030305613,2,1
813,100,19,180.487485755824,182.613897030703,183.055191013011,-0.1,0.61640304081573,0.212872926649584,0.170724032534686,2,1
813,100,20,211.669725459699,213.796253739914,215.483917042611,-0.0499999999999999,0.669416701118636,0.231167509653833,0.0994157892275314,2,0.998962749925024
813,100,21,219.547627891784,221.673870343718,223.843529108632,0,0.68394809558947,0.23621934589623,0.0798325585143004,2,1
813,100,22,188.861780113643,187.411923844551,189.152073105732,0.05,0.254486708671113,0.525408861818171,0.220104429510716,2,1
813,100,23,234.29288850641,234.080774229188,236.219723152494,0.1,0.401047205357631,0.445918534866122,0.153034259776247,2,1
813,100,24,214.199815604026,214.634936078185,216.805107859787,0.15,0.481628118114451,0.387459776180365,0.130912105705184,2,1
813,100,25,195.307360964799,197.433449409554,199.512696193036,0.2,0.681415717901348,0.235362846178659,0.0832214359199925,2,1
813,100,26,244.480193898877,246.606467138741,246.805565497622,0.25,0.603130429490235,0.208303646556196,0.18856592395357,2,1
813,100,27,218.84898046507,219.763340875709,221.783890656396,0.3,0.53660228105389,0.339704792669364,0.123692926276746,2,1
813,100,28,217.310799290117,218.804208001997,220.596410096742,0.35,0.599749609756125,0.284236857286257,0.116013532957618,2,0.997394760808778
813,100,29,226.873591879305,228.999841929122,230.330977225992,0.4,0.656645750224786,0.226788905973933,0.116565343801281,2,1
813,100,30,254.597301432727,256.713814197062,258.425248850163,0.45,0.669096132572482,0.232216787342482,0.0986870800850365,2,1
813,100,31,264.442704726413,265.705312613576,267.596949393775,0.5,0.575219609386111,0.305958035502162,0.118822355111727,2,1
813,100,32,286.157247691122,288.212411655693,290.250501730442,0.55,0.672476364256276,0.240659959924109,0.0868636758196143,2,0.997463922205988
813,100,33,244.179717879015,242.810270158668,244.962410573352,0.6,0.273271078670562,0.541957792537989,0.184771128791449,2,1
813,100,34,250.704203045218,252.830454554128,254.58340816367,0.65,0.671530499303432,0.231929554263152,0.0965399464334151,2,1
813,100,35,240.717806718668,242.382402917094,243.832502348128,0.7,0.607628477898771,0.264347768158763,0.128023753942466,2,1
813,100,36,248.118805652413,248.486200857499,249.67844650572,0.75,0.436552400985876,0.363293415022755,0.200154183991369,2,0.994080993972459
813,100,37,253.570679500549,255.111313338006,257.19843518578,0.8,0.615048857464169,0.284685422215664,0.100265720320167,2,1
813,100,38,254.893220701213,252.141277889038,253.833852666156,0.85,0.150210682443676,0.594672161340137,0.255117156216186,2,1
813,100,39,251.314559184459,253.44085834678,255.606725346545,0.9,0.683850625785512,0.236178985156916,0.0799703890575728,2,0.998196001429992
813,100,40,275.592966129318,275.436121197567,277.394036724714,0.95,0.401940314653764,0.434730401575691,0.163329283770545,2,0.991956400092786
813,100,41,281.307375171517,282.67017502654,282.319433913468,1,0.474204929245768,0.239904191350414,0.285890879403818,2,1
