"run","b","sim","BM_AICc","OU_AICc","BS_AICc","cv","BM_wt","OU_wt","BS_wt","fc","lambda"
49,100,1,-727.778694680647,-725.653592043373,-723.646060108944,-1,0.679244295599584,0.234728501044051,0.0860272033563644,2,1
49,100,2,-146.80013991969,-144.721305911222,-142.846898835485,-0.95,0.670152608236312,0.237006710647309,0.0928406811163785,2,1
49,100,3,-37.3150335642196,-36.851980428864,-37.4840008529158,-0.9,0.34704428188086,0.275317731396358,0.377637986722782,2,0.99994859827546
49,100,4,14.4597057874079,14.2919325532071,15.9536239847249,-0.85,0.39042509909649,0.42458947473044,0.18498542617307,2,1
49,100,5,75.2086618911589,77.1306569383284,79.2707136120371,-0.8,0.660627653461726,0.252697431375794,0.0866749151624799,2,0.999945046027542
49,100,6,63.4103813314188,65.5366991121264,67.0620283495376,-0.75,0.663813130615445,0.229256574659019,0.106930294725537,2,0.998615577663822
49,100,7,47.3819291682786,49.446292496184,50.71346505467,-0.7,0.647134270603942,0.230527955481635,0.122337773914423,2,1
49,100,8,94.2392579167742,93.1681552446877,93.8680081918228,-0.65,0.255600174212389,0.436664750840164,0.307735074947448,2,0.977610409145321
49,100,9,103.265079787137,102.892288751962,104.799245600673,-0.6,0.374635046840357,0.451397290196845,0.173967662962797,2,0.99874903788227
49,100,10,148.712921254376,150.659131451953,152.624976707378,-0.55,0.658186228778571,0.248733692214491,0.0930800790069383,2,1
49,100,11,140.754767459665,142.880980249806,143.095442532296,-0.5,0.603994779042285,0.208608472730285,0.18739674822743,2,1
49,100,12,132.251257843459,129.025787701999,130.637210019212,-0.45,0.121098494720875,0.607492172987899,0.271409332291225,2,0.996726613029417
49,100,13,138.066830201496,140.193156481135,130.529897429602,-0.4,0.0223919285585314,0.00773331347333749,0.969874757968131,2,1
49,100,14,178.251028104699,180.377361666994,182.5376936004,-0.35,0.683702819003619,0.236123876307643,0.0801733046887387,2,1
49,100,15,137.175039084252,135.600902279932,137.665955333556,-0.3,0.251300956326238,0.552094734608008,0.196604309065754,2,1
49,100,16,166.909876372185,169.036138796044,171.114975888425,-0.25,0.681422984933065,0.235344882794872,0.083232132272063,2,1
49,100,17,166.964959703928,165.450007856005,167.079874984727,-0.2,0.245275519000579,0.523144684915185,0.231579796084236,2,1
49,100,18,171.294354284316,173.420458276384,174.742806738142,-0.15,0.656292428613568,0.226683431418469,0.117024139967963,2,1
49,100,19,169.307547427897,171.413335215607,172.914866736708,-0.1,0.660667110191337,0.23052428243909,0.108808607369573,2,1
49,100,20,168.628878084223,170.425960988443,172.533015070556,-0.0499999999999999,0.645518125856727,0.262831157183047,0.0916507169602256,2,1
49,100,21,183.911887274229,185.245581071067,185.964682937165,0,0.534296528324426,0.274267548105817,0.191435923569757,2,1
49,100,22,210.71020769703,212.835352337143,214.807376191682,0.05,0.678203794981028,0.23436401007672,0.087432194942252,2,1
49,100,23,216.578267302746,218.704644635726,220.101178869275,0.1,0.65913172599298,0.227633012014739,0.113235261992281,2,1
49,100,24,215.746798201246,217.278350013952,219.425508193465,0.15,0.615804153293336,0.286332314088079,0.0978635326185849,2,1
49,100,25,227.877715684249,229.430724295613,230.812772268979,0.2,0.591538948891289,0.272114578811922,0.136346472296789,2,0.997239293283612
49,100,26,249.113725623833,251.054711593986,250.315824825259,0.25,0.518905785609015,0.196611431301012,0.284482783089974,2,0.999609355953831
49,100,27,235.82818603673,237.955696785595,239.586591083865,0.3,0.667615116176856,0.230432150149201,0.101952733673943,2,1
49,100,28,234.037524523342,236.163914316356,237.48119091821,0.35,0.65612971716788,0.226594848053873,0.117275434778247,2,0.998819271808189
49,100,29,235.953574204765,236.722435178839,238.886704152458,0.4,0.523134330060077,0.356169873319675,0.120695796620248,2,0.998588224361838
49,100,30,241.324722571719,243.451015430769,243.942382565693,0.45,0.619002118574279,0.213783167576823,0.167214713848898,2,0.999972094170246
49,100,31,277.519963531074,278.721186692758,280.702924611646,0.5,0.570743675407835,0.313039262919706,0.11621706167246,2,1
49,100,32,247.387824066681,247.548196947411,248.582711051967,0.55,0.404340885953862,0.373184098270701,0.222475015775436,2,1
49,100,33,248.717546207541,-127.491315607813,251.286892548288,0.6,2.02900742004845e-82,1,5.61509574928318e-83,2,1
49,100,34,282.115337933331,276.728834700643,278.385746174634,0.65,0.0449756086355545,0.664724007931335,0.290300383433111,2,1
49,100,35,230.072538184792,232.157569119429,234.270645238646,0.7,0.677902181076949,0.239005731906222,0.0830920870168293,2,1
49,100,36,234.605107244513,236.080703673152,236.684276919335,0.75,0.545920951818873,0.261040606075713,0.193038442105413,2,1
49,100,37,259.078753039929,257.666135129128,256.670625972653,0.8,0.157229408453544,0.318625010157392,0.524145581389064,2,0.999994715679811
49,100,38,259.578963041119,257.961669595033,259.129743703366,0.85,0.22238520621097,0.499225433548074,0.278389360240956,2,1
49,100,39,258.188823518367,260.312374398507,262.475143927138,0.9,0.683468668053968,0.236371654754207,0.0801596771918254,2,1
49,100,40,263.409828205748,265.536073940005,267.664491021931,0.95,0.682812725821969,0.235826829250295,0.081360444927736,2,0.997314138496328
49,100,41,303.690648400392,305.24866600856,307.21616793522,1,0.613334635397181,0.281435102927412,0.105230261675408,2,1
