"run","b","sim","BM_AICc","OU_AICc","BS_AICc","cv","BM_wt","OU_wt","BS_wt","fc","lambda"
993,100,1,206.533259466729,206.920516320297,208.927491151036,-1,0.470360654259598,0.387560250995535,0.142079094744868,2,1
993,100,2,211.294581029438,204.989061025689,206.689862064553,-0.95,0.0290711996410667,0.680282384244156,0.290646416114777,2,1
993,100,3,217.798649374961,214.513447318474,216.667221308039,-0.9,0.126114533356806,0.651835035713872,0.222050430929322,2,0.999897732396634
993,100,4,168.42071836908,153.53333645706,153.3445558311,-0.85,0.000278685877929614,0.476287154933749,0.523434159188321,2,0.962796116160251
993,100,5,209.473391394835,211.599692499577,213.226620214154,-0.8,0.667345762318424,0.230478537088019,0.102175700593557,2,1
993,100,6,265.068370248366,262.647675795376,264.407182589522,-0.75,0.174020674659738,0.583778329813256,0.242200995527006,2,1
993,100,7,182.669427272846,182.077894389645,184.113746714852,-0.7,0.353374581355317,0.474990627808213,0.17163479083647,2,0.989351156815687
993,100,8,181.418775048582,183.545019274274,185.432314054564,-0.65,0.675767887131664,0.233393890170005,0.0908382226983311,2,0.986594579980857
993,100,9,260.161978054967,254.109324941431,253.318489854045,-0.6,0.0191409101560387,0.39471125367145,0.586147836172511,2,0.971693366614479
993,100,10,242.118468218927,243.442005940709,244.586559792438,-0.55,0.553388021470934,0.285513856163768,0.161098122365298,2,0.993558571461714
993,100,11,234.754203829797,235.766462904535,231.998694582654,-0.5,0.179571553366726,0.108250092039052,0.712178354594222,2,0.9916246259876
993,100,12,191.055142923213,191.547151683594,193.662420304098,-0.45,0.486982771277188,0.380780984120532,0.132236244602281,2,1
993,100,13,204.485536540129,204.518699004253,206.493708060246,-0.4,0.425543699672976,0.418545837752724,0.1559104625743,2,1
993,100,14,299.92889660892,298.488908648734,300.106955294357,-0.35,0.251937425691852,0.517585498519418,0.23047707578873,2,1
993,100,15,203.587655994428,199.811530182097,201.695455200997,-0.3,0.0982105564609985,0.64883381150324,0.252955632035761,2,0.984905552173
993,100,16,209.459549039468,210.996882239356,212.811994399241,-0.25,0.605799868606487,0.280867515132417,0.113332616261096,2,1
993,100,17,244.752875391283,245.780272594878,246.471671974675,-0.2,0.494634338739057,0.295929182731927,0.209436478529016,2,0.993196277877445
993,100,18,255.269394352505,257.395788428378,259.564712928616,-0.15,0.683944434665246,0.236200174021189,0.0798553913135649,2,1
993,100,19,224.845105523523,224.213620590495,226.242750037451,-0.1,0.348620631743015,0.478055475086578,0.173323893170407,2,1
993,100,20,236.582611031948,237.132308340277,239.086014653755,-0.0499999999999999,0.488829100315905,0.371357156727362,0.139813742956733,2,1
993,100,21,289.672081564863,290.404708513669,292.277722415032,0,0.50889299144013,0.352808101434494,0.138298907125375,2,1
993,100,22,250.811510246617,252.937818683763,254.867207586724,0.05,0.677055814629824,0.233831201748361,0.0891129836218155,2,1
993,100,23,220.069022033833,222.19546520857,224.263663514216,0.1,0.68114024787039,0.235225973526256,0.083633778603354,2,1
993,100,24,236.368060589001,237.201341845091,237.020699450777,0.15,0.420021156264254,0.276902221811558,0.303076621924189,2,0.993981023805558
993,100,25,270.29273587865,264.888319405488,265.244207586878,0.2,0.0352182949371096,0.525197260705002,0.439584444357889,2,0.963163234690988
993,100,26,289.783753232301,291.910067721636,294.076377318902,0.25,0.683864383808245,0.236181926726089,0.0799536894656663,2,1
993,100,27,267.350557992434,269.476604433164,269.728661019563,0.3,0.606090017791515,0.209349540774059,0.184560441434427,2,1
993,100,28,264.66831276825,265.495067475774,265.607898664018,0.35,0.437341180307155,0.289262988662088,0.273395831030757,2,0.994714260034514
993,100,29,203.430215228965,205.404765899572,206.751221028199,0.4,0.639945168783721,0.238437486200659,0.12161734501562,2,1
993,100,30,271.738359786712,268.926127075054,271.093812188468,0.45,0.154790574991953,0.631557777489023,0.213651647519024,2,0.989108273845014
993,100,31,253.640985365949,254.396944902662,253.818732036667,0.5,0.384584939740682,0.263534662492517,0.351880397766801,2,0.998465238782138
993,100,32,253.513399837231,254.119902372492,256.247632381671,0.55,0.501692125746954,0.370456255371933,0.127851618881113,2,0.999162343916272
993,100,33,256.935254325005,252.794224355851,254.9334362783,0.6,0.0858394204780798,0.680612638602465,0.233547940919455,2,0.999761082133644
993,100,34,272.131155823714,273.941400458522,270.141116758959,0.65,0.243352250621605,0.098434137265973,0.658213612112422,2,0.999200615633095
993,100,35,279.378671938401,280.561641041685,282.642379308531,0.7,0.571731855050776,0.316456422014822,0.111811722934402,2,1
993,100,36,289.805359992956,291.896106145747,293.337795701914,0.75,0.656797595899513,0.230904180494449,0.112298223606038,2,1
993,100,37,264.428679262235,266.513628624033,268.221726340297,0.8,0.665481856359886,0.23463630884262,0.0998818347974937,2,1
993,100,38,264.527595475644,265.670287138509,267.836594859287,0.85,0.56949147602731,0.321628767303651,0.108879756669039,2,1
993,100,39,271.705384127562,273.288814887776,274.408849001198,0.9,0.584160438863425,0.264663786180957,0.151175774955618,2,1
993,100,40,272.671103291758,274.766307292158,276.838291892152,0.95,0.677846668217479,0.237773635347509,0.084379696435012,2,1
993,100,41,255.200113705453,257.322240896332,258.989200442383,1,0.668237243274563,0.23126856856058,0.100494188164857,2,1
