"run","b","sim","BM_AICc","OU_AICc","BS_AICc","cv","BM_wt","OU_wt","BS_wt","fc","lambda"
596,100,1,-690.74171288444,-690.764860910861,-688.746205808216,-1,0.420106631303533,0.424997198152677,0.15489617054379,2,0.999969768981136
596,100,2,-59.5504946156398,-57.5976977396037,-55.4930301673994,-0.95,0.663056380885805,0.249750292224397,0.0871933268897979,2,1
596,100,3,-23.1442493710401,-21.0179215275176,-18.8521104495004,-0.9,0.683852197071575,0.236176140894144,0.0799716620342812,2,1
596,100,4,27.7461741213992,29.8721007238837,31.0430362271733,-0.85,0.650287173384762,0.224629138570421,0.125083688044817,2,0.997625203852644
596,100,5,15.7166963335615,17.8426577524381,19.4658581865787,-0.8,0.667180880282959,0.230460731241411,0.10235838847563,2,1
596,100,6,59.5807302462989,61.7070535720405,63.791883788515,-0.75,0.681599335247721,0.235398621156907,0.0830020435953724,2,0.999975228616447
596,100,7,83.6414308939354,85.4903691349517,87.6178298269346,-0.7,0.652024901025857,0.258685653737789,0.0892894452363539,2,1
596,100,8,126.188258338602,128.314489664253,127.372795667931,-0.65,0.526745730946997,0.181926413758931,0.291327855294072,2,1
596,100,9,79.7563462280681,80.8943595240985,82.9679866778939,-0.6,0.565991068879015,0.320400459935673,0.113608471185311,2,0.999737821151967
596,100,10,87.2205337150281,89.346709316195,91.2569061552491,-0.55,0.676460019617309,0.23364095260902,0.0898990277736714,2,1
596,100,11,151.94932861848,154.075409249177,156.061783703809,-0.5,0.678730067534553,0.234436131169054,0.0868338012963928,2,1
596,100,12,118.98301131503,116.398724749515,118.548718261617,-0.45,0.169978206261486,0.618819427177556,0.211202366560958,2,0.982746447067549
596,100,13,147.571021516674,149.697381808617,151.835340160331,-0.4,0.683089624418473,0.235908950280255,0.0810014253012716,2,0.999602431310742
596,100,14,171.033892044549,173.160031781779,175.330132139491,-0.35,0.683949048805888,0.236231807042978,0.0798191441511338,2,0.999902586913542
596,100,15,194.364520473292,195.97757132935,197.535596485773,-0.3,0.605604015283657,0.270345536153217,0.124050448563126,2,1
596,100,16,189.116767792283,191.127450418736,191.431882962726,-0.25,0.595176983242642,0.217786995205763,0.187036021551595,2,1
596,100,17,195.290851284899,197.413938726909,199.561107822127,-0.2,0.682989750101821,0.236260764954774,0.0807494849434048,2,1
596,100,18,197.84507380979,196.985885279774,199.136257167878,-0.15,0.326692103966867,0.502006171910975,0.171301724122158,2,1
596,100,19,177.714853868524,179.841153204768,181.155326617057,-0.1,0.656000047948411,0.226560313425253,0.117439638626336,2,1
596,100,20,184.774785697476,184.978504629676,182.964883628955,-0.0499999999999999,0.228573134228679,0.206437304327067,0.564989561444254,2,1
596,100,21,197.168330955508,199.294579907626,201.325999034889,0,0.680063478499488,0.234876928508957,0.085059592991555,2,0.995136681311455
596,100,22,235.410926660577,237.537185543271,239.695397523177,0.05,0.683636615111974,0.236109828234687,0.080253556653339,2,1
596,100,23,205.490443564038,206.460425235584,208.584735270074,0.1,0.546879176075479,0.336715061397541,0.11640576252698,2,0.996855540139659
596,100,24,220.653373053175,222.77035567457,222.789735511251,0.15,0.591501832363533,0.205238654547,0.203259513089467,2,1
596,100,25,214.515625405767,215.902065841266,217.971529585468,0.2,0.596085627074463,0.298021046122778,0.10589332680276,2,1
596,100,26,226.813191907115,227.557808964736,227.171919882593,0.25,0.396048511182758,0.2729335005894,0.331017988227841,2,0.996744497133946
596,100,27,226.798042028711,228.873524557306,229.846120027586,0.3,0.636098229908745,0.225340307346538,0.138561462744717,2,1
596,100,28,224.452361880759,226.579372281633,228.105552666253,0.35,0.663920610081298,0.229214301132731,0.106865088785971,2,1
596,100,29,214.885847929795,217.01217603425,219.144708381983,0.4,0.682935855089773,0.235859640987879,0.0812045039223485,2,1
596,100,30,243.157222618714,242.089246157927,243.511791950409,0.45,0.282225741476921,0.481398535315449,0.23637572320763,2,1
596,100,31,245.663413580843,247.788159921665,249.957642576176,0.5,0.683781561905051,0.236338557398474,0.0798798806964745,2,0.995140963846948
596,100,32,229.027058548857,231.152457323908,232.804716592336,0.55,0.668105022301183,0.230844885278087,0.10105009242073,2,0.999526635871611
596,100,33,265.236660267463,266.673609598696,267.708038079989,0.6,0.562388653958925,0.274161815708522,0.163449530332552,2,0.99994979030779
596,100,34,220.932542999067,222.936039797592,224.677024790441,0.65,0.657455506200436,0.241441858202388,0.101102635597176,2,0.99970545729975
596,100,35,231.04385585166,230.495074363866,232.346052810319,0.7,0.352459991878621,0.46374176738344,0.183798240737939,2,0.990049806238825
596,100,36,242.39590332938,240.025328462645,242.189143172959,0.75,0.185854956069938,0.608048103720539,0.206096940209523,2,0.996550666875482
596,100,37,260.376170001412,260.537404688986,262.697775408087,0.8,0.447270940839831,0.412628304587611,0.140100754572557,2,0.998683512332461
596,100,38,265.458908650556,267.568949389329,269.193424674274,0.85,0.665454571376716,0.231701522803703,0.102843905819582,2,1
596,100,39,241.359807092553,243.418201856476,244.2318208249,0.9,0.626892686901419,0.2239847548326,0.149122558265981,2,0.999133825395081
596,100,40,276.644683893425,277.19281452974,278.932942222093,0.95,0.481050559169162,0.365734280089064,0.153215160741774,2,1
596,100,41,268.269817126256,270.396167685722,272.069272176269,1,0.66891115818768,0.231013459174944,0.100075382637377,2,0.999978113413953
