"sim","b","BM_AICc","OU_AICc","BS_AICc","BM_wt","OU_wt","BS_wt"
1,25,60.1225764305608,55.8015893631307,57.6022468410507,0.0757494228261536,0.657157922444943,0.267092654728904
2,25,55.738137079848,56.6952246467122,56.007648902488,0.401024323159717,0.248508810166271,0.350466866674012
3,25,87.8450893194135,90.4424796205148,93.1502759956777,0.744404387004855,0.203138754965295,0.0524568580298502
4,25,65.3694854902766,67.9668697533305,69.684622474518,0.720204593233239,0.196535523744817,0.0832598830219432
5,25,67.1550502155336,67.9680178167421,70.4072549012204,0.536860113515445,0.357542331073933,0.105597555410622
6,25,75.3736053710647,75.8529895109376,78.3067538032329,0.495642156621108,0.390006005602909,0.114351837775983
7,25,67.7571924623842,70.3545612771123,73.2061196880881,0.747120630657247,0.203882174612592,0.0489971947301615
8,25,78.597233463222,81.1840645862892,82.0871650695439,0.69013915319748,0.189327380213706,0.120533466588814
9,25,77.7908542975924,78.4499159952986,79.5668767972534,0.46932176145604,0.337564884735961,0.193113353807999
10,25,70.3585177799171,72.9558871793145,74.2026859485948,0.704626180674934,0.192285783731589,0.103088035593477
11,25,62.6919837814565,64.2417260164129,66.3956216505325,0.618156014731932,0.284823519642281,0.0970204656257862
12,25,52.1351283383209,54.7325469959311,57.0322765426806,0.735672508007006,0.200753086780816,0.0635744052121772
13,25,82.5946761299967,84.6839375870606,87.4837791404372,0.69512665673005,0.244560651202013,0.0603126920679365
14,25,83.5842688144229,86.1816482245327,88.9750410301854,0.746042932919677,0.203587002519056,0.0503700645612675
15,25,57.6344443510537,58.5866048755169,61.3852083755391,0.563535844628701,0.350076142185245,0.0863880131860537
16,25,81.393854877624,79.0308458940825,81.8225724694871,0.197381426252133,0.643320163905919,0.159298409841948
17,25,68.5395102684109,71.1369180870582,68.4324301076748,0.429574572899606,0.117224563841,0.453200863259393
18,25,68.6884286753704,71.285822772626,74.021906435221,0.744953561329342,0.203288231992499,0.0517582066781581
19,25,73.3995932010411,75.4415437510365,78.0821979046865,0.686603009053675,0.247344224663842,0.066052766282483
20,25,82.5974576724426,85.1571842418284,88.0021934232931,0.743427055636564,0.206728712680596,0.0498442316828411
21,25,57.2037503523237,58.807400268021,54.8598783493355,0.213823877529146,0.0959020843354331,0.690274038135421
22,25,67.5544011487606,70.0374187186624,72.8931267057274,0.736244578550124,0.21273634591663,0.0510190755332452
23,25,68.2429587916359,70.7934735709021,72.5069849435918,0.715329399896998,0.199833745056134,0.084836855046868
24,25,67.5859083295942,69.7690984417244,70.6230680352619,0.64320952384957,0.215912982705469,0.140877493444961
25,25,58.2564377106656,60.0878822088158,62.9141745409407,0.667720166358263,0.267239944680935,0.065039888960801
26,25,76.4355882963977,78.1915491868455,78.5876805676015,0.569293774040997,0.236610695262905,0.194095530696099
27,25,57.9210889745815,60.3991405999222,62.3705613635651,0.715429276413495,0.207235729762132,0.0773349938243734
