"sim","b","BM_AICc","OU_AICc","BS_AICc","BM_wt","OU_wt","BS_wt"
1,25,48.9091974495796,51.5066032333501,54.0510036211389,0.741096475799006,0.202234501318255,0.0566690228827385
2,25,73.8463675583849,76.4416877590415,74.0465905064496,0.459156471945403,0.12542788214335,0.415415645911246
3,25,73.5509932837677,76.1483883331059,78.9006008952508,0.745263474771798,0.203372706565466,0.0513638186627362
4,25,59.9201282771592,56.4640384833928,59.3195331070472,0.125314897744016,0.705477337605133,0.169207764650851
5,25,64.4073269866014,66.5879761035511,67.8852346183759,0.661458119278802,0.222320961734794,0.116220918986404
6,25,65.1147003583172,65.6478049537779,68.5029250594789,0.512878845579306,0.392873371917252,0.094247782503442
7,25,72.9067985421747,75.5078632391352,77.9919294746467,0.740164465259194,0.201610992978597,0.058224541762209
8,25,66.4460069994501,68.8028734362936,71.1549427332836,0.712908491911634,0.219405112863907,0.067686395224459
9,25,77.4638631005525,74.9318024059693,77.7849871599329,0.185239720208932,0.656998094698626,0.157762185092442
10,25,58.7948168740151,59.4468782246378,59.5330331795703,0.41439892362251,0.299106117422837,0.286494958954653
11,25,48.160359529743,50.1682401876354,52.4722853557189,0.674661692457569,0.247218123969896,0.0781201835725342
12,25,69.0822596525274,71.6796645859338,74.3096456121815,0.74285974838165,0.202715759074835,0.0544244925435154
13,25,73.7330402729728,76.3304385219724,78.810128756874,0.73971727478944,0.2018588978047,0.0584238274058595
14,25,71.391571559652,71.595525148292,73.8770472388754,0.456278582849078,0.412042605724213,0.131678811426709
15,25,66.4746366470839,69.0720584444875,71.0763253265211,0.728301582980912,0.198741368974559,0.0729570480445286
16,25,58.5967082005169,60.277352537432,63.1223942200831,0.651200354806331,0.281039489385379,0.0677601558082897
17,25,78.3542339691516,80.8429873494353,83.6489212967994,0.735857061068111,0.212015460567985,0.0521274783639046
18,25,70.9372132651056,73.3675675754995,75.0710020797721,0.702624295137394,0.208438735377322,0.0889369694852837
19,25,64.141377731397,61.0609481705799,63.2085405332338,0.137743580429614,0.642655380126141,0.219601039444245
20,25,79.9039463920212,80.648105968508,82.3197753348806,0.502987982587686,0.346709235311035,0.150302782101279
21,25,72.7561150465651,75.3370637444431,78.0975293029677,0.743857497003809,0.204665129990977,0.0514773730052149
22,25,70.347986475182,72.9453677419894,75.3877108702763,0.738901933566433,0.201638114269622,0.0594599521639445
23,25,70.8317621703573,73.417718042351,73.9933559908429,0.675555498188649,0.18540773571261,0.139036766098741
24,25,63.166410459398,65.7637926005788,68.5733319571859,0.746345471927104,0.203669284005972,0.0499852440669241
25,25,53.8946350844686,51.8276255518194,54.4044172077365,0.218059654343686,0.612943912773188,0.168996432883126
26,25,57.7603442835121,59.9906509498364,62.8320334606801,0.71070184466593,0.233014262055105,0.0562838932789657
27,25,74.680078126552,77.2774824783312,79.5336420949021,0.734642493096838,0.20047344639444,0.0648840605087229
28,25,62.7425579303259,65.2227447924291,67.8137254809601,0.730688286644106,0.211429903346669,0.0578818100092243
29,25,52.4427624473818,54.1979873675938,54.5467761182654,0.566568838096147,0.235564821876855,0.197866340026998
30,25,64.8304483592892,67.3809689349339,70.003297108429,0.738199688448578,0.206222169578133,0.0555781419732885
31,25,75.516808206943,74.0703029167684,76.9158867989286,0.281061468292127,0.57930322136134,0.139635310346533
32,25,68.8047098801413,69.0508924304859,70.1089935372086,0.415781088339073,0.367626551289993,0.216592360370933
33,25,62.3224293294459,63.6333478703094,64.55986058915,0.541740369287424,0.281273524527331,0.176986106185246
34,25,57.8524812088277,56.5801569958165,59.3289526940335,0.296985059901847,0.561069026970776,0.141945913127377
35,25,85.2819222449861,87.1015317294886,89.2627623103667,0.649670908153245,0.261559344684694,0.0887697471620608
36,25,86.4525442478503,88.602745420554,91.4286794343924,0.702082633301907,0.239595125570044,0.058322241128049
37,25,70.9932712406816,72.8795014302343,75.6537171520003,0.672636566042038,0.261933346379841,0.0654300875781206
38,25,69.2058478121534,71.6770990832566,73.9547371137979,0.722690072374606,0.210051938386519,0.0672579892388752
39,25,69.7188891467806,72.3162804173659,74.6454239225061,0.736353295146857,0.200941614119126,0.0627050907340171
40,25,54.6081475797291,53.8875623116696,56.6109224979596,0.357000274507952,0.511848756908859,0.13115096858319
41,25,65.6409777793819,67.3859261395837,69.4681005686344,0.638785705860553,0.266958938835462,0.0942553553039845
42,25,72.2352804630784,74.6796990626306,77.1436432301416,0.724368852022752,0.213383587637891,0.0622475603393566
43,25,56.5697813061623,59.0349023654663,61.6371284600442,0.729441404405479,0.21266507538465,0.0578935202098705
44,25,69.6504664711266,72.2478470458901,75.0563600605645,0.746326174735882,0.203664177531038,0.0500096477330805
45,25,66.3092207467812,63.0021670673485,65.121458631538,0.124434138327514,0.650215213790921,0.225350647881565
46,25,68.2179266934433,70.8152324517111,73.6370783997444,0.74656716782418,0.203737563208232,0.0496952689675884
47,25,71.8817587595156,72.7807799287753,75.2663129935937,0.548835334446809,0.350124174074971,0.10104049147822
48,25,87.8192270329141,90.4166312273628,92.870873863359,0.739164862532446,0.201707552305795,0.0591275851617588
49,25,67.352101910736,69.4702414675246,72.3254681769461,0.699318468138126,0.242508428246862,0.0581731036150117
50,25,74.8611270872423,76.0515031480513,78.2273494299218,0.575621099215065,0.317431358092252,0.106947542692683
1,100,284.971615754076,287.097838520195,288.977442973842,0.675529126149484,0.233313931294515,0.0911569425560005
2,100,261.022447014586,259.854822268968,259.761596298686,0.214074550690915,0.383805799763123,0.402119649545962
3,100,268.164440124267,269.861847152954,271.688567212809,0.62513298284835,0.267537805498715,0.107329211652935
