"sim","b","BM_AICc","OU_AICc","BS_AICc","BM_wt","OU_wt","BS_wt"
1,25,66.0205999362648,68.6178830298909,69.358071803354,0.684281233832787,0.186741899496189,0.128976866671023
2,25,83.488502763301,84.318737477618,86.4469160807256,0.529638253722805,0.349700430878261,0.120661315398934
3,25,35.2558534653448,36.6861648124031,39.444477235287,0.620243152620173,0.303370827173987,0.0763860202058398
4,25,60.2269315160686,62.8243933374298,65.6769141190261,0.747147026927383,0.203879896593971,0.0489730764786457
5,25,55.3972129058417,54.9843385850718,54.8211326350797,0.280654382312935,0.345005761371708,0.374339856315357
6,25,79.5871551617812,80.5231972752542,82.2554106044369,0.529204645269175,0.331409295364079,0.139386059366746
7,25,88.4880257881291,88.2749963564166,90.7961912463635,0.411905560350381,0.45820139589027,0.129893043759348
8,25,62.2131031488187,63.5754230708022,61.7229541839599,0.359228156809671,0.181780108200632,0.458991734989697
9,25,77.519132147037,80.1165014899154,81.7082827961354,0.71632569863761,0.195478476445652,0.0881958249167381
10,25,57.0142209249641,59.6116435977549,62.2123021987534,0.742264808902362,0.202551612054871,0.0551835790427663
11,25,71.4742705365456,73.6641122685207,75.3926857466121,0.67771975074205,0.226742041332142,0.0955382079258084
12,25,66.7049313040309,69.3023338105171,72.1550467218097,0.74714493897278,0.203885373465391,0.0489696875618291
13,25,45.7440427781215,48.3414265672587,47.9674576941938,0.62426443712236,0.170354602470344,0.205380960407297
14,25,80.6247113206094,82.3472466226397,84.782806187761,0.646130371848506,0.27307149474527,0.0807981334062235
15,25,57.4279682160582,60.025360751234,62.1565149558365,0.731579776926758,0.19963885440729,0.0687813686659513
16,25,70.077071685342,72.3612940750518,74.9061293742739,0.709947938194708,0.226576003744151,0.0634760580611411
17,25,52.7676016449053,55.3650273494063,56.7094818023615,0.708110673111782,0.193231228551439,0.0986580983367791
18,25,76.6380866911066,79.2354874476351,81.5973127995884,0.737103355458839,0.201145342177965,0.0617513023631968
19,25,59.505862546815,56.2422185566248,57.4730031585484,0.112657095743205,0.576036282565319,0.311306621691476
20,25,51.2931708421287,45.9873048878117,48.3582621755661,0.0511933409028079,0.726720858501109,0.222085800596084
21,25,73.8552264323041,76.43196224385,78.5077397614583,0.728130036576037,0.200760317874886,0.0711096455490769
22,25,81.0141259256293,83.6115463075028,86.4238174515675,0.746400016254972,0.203680274064891,0.0499197096801363
23,25,70.5957474247293,73.1931415715738,75.3707395805427,0.732736802454338,0.19995443088784,0.0673087666578223
24,25,70.8980228294974,73.4015272720615,75.8514612455545,0.729915479161975,0.208758174905316,0.0613263459327089
25,25,81.5282005495502,81.6108352552896,84.440014980938,0.456055976368404,0.437596916329874,0.106347107301722
26,25,84.7543166485677,87.3513285535971,89.8707112873064,0.740530378177831,0.202119822902702,0.0573497989194679
27,25,71.5119818305185,72.9340854568757,74.6485938909345,0.588399611717586,0.288979142911913,0.122621245370502
28,25,72.6008347990145,75.1982521922003,78.0273551555562,0.746712125891276,0.203765748141234,0.0495221259674899
