"sim","b","BM_AICc","OU_AICc","BS_AICc","BM_wt","OU_wt","BS_wt"
1,25,57.6046122061624,60.0590994378287,62.8889564918631,0.732973507023575,0.214834065588494,0.0521924273879306
2,25,64.0448329616389,58.6355028239883,61.4707299788391,0.0510949653857099,0.763834418862332,0.185070615751958
3,25,71.3824817385892,71.0203262854551,71.8239374873087,0.33328409513501,0.399443764812775,0.267272140052215
4,25,74.139086415459,75.0779165766147,77.0147854940868,0.536824622534264,0.33571291434014,0.127462463125596
5,25,70.3429005504075,72.7541465854927,75.6075180415703,0.729172506612597,0.2183910626405,0.0524364307469025
6,25,81.4541089702397,84.0515169638543,82.2966381023382,0.518375990867828,0.141457148426857,0.340166860705315
7,25,59.8809064597722,57.8177471920581,60.3996980963536,0.218483170598518,0.61295322195129,0.168563607450193
8,25,62.3388375118863,63.7185781217931,66.3003975277213,0.609903846983767,0.30595285207471,0.0841433009415225
9,25,73.3547281148489,72.2007079122891,75.0542022249233,0.311697994703814,0.555042592816424,0.133259412479762
10,25,64.9684435079335,67.5658339187487,70.3391512309251,0.745665068361258,0.203482768160602,0.0508521634781399
11,25,68.6346073809661,20.9309266937252,73.4330293263432,4.37801611179463e-11,0.999999999952245,3.97478158557606e-12
12,25,64.5074286202988,67.10481823705,69.8696024014375,0.745502899797493,0.203438595138302,0.0510585050642058
13,25,72.1426684582516,74.7400708699101,76.3899943046955,0.718143812744925,0.195971382215286,0.0858848050397889
14,25,81.3240711538417,83.9214716633171,86.4834757162793,0.741464183519089,0.202335377020259,0.056200439460652
15,25,79.8337291480844,82.4310914657796,82.6966235844075,0.661439400682198,0.180501161303207,0.158059438014595
16,25,57.7063427078095,59.0845807700996,61.5370443780903,0.606314785853348,0.304381019021428,0.0893041951252234
17,25,64.1577461550174,66.7551525836055,69.4242497971456,0.743643763894943,0.202929553942895,0.0534266821621622
18,25,68.8015614501277,71.399001685112,70.3294219022471,0.575138105571972,0.15694416074953,0.267917733678498
19,25,72.1795192868775,66.1201525346643,68.9749238837185,0.0375162635518748,0.776237018517733,0.186246717930392
20,25,59.1182692458134,61.7156175541808,61.0483126947746,0.604643069495129,0.165003083560436,0.230353846944435
21,25,83.8891198519713,83.9923265852623,86.4427939334498,0.448707446298527,0.426139919328924,0.125152634372548
22,25,73.6128101856928,74.8575262170102,77.6806137216747,0.599699599894778,0.321845252374581,0.0784551477306409
23,25,71.8636701042546,73.8892011427648,76.6943114778928,0.688443606118033,0.250051747697756,0.061504646184211
24,25,75.046921212023,77.644330237354,77.8822471869929,0.659994278735104,0.180102593738247,0.159903127526649
25,25,59.7775699664752,61.3174581395456,64.1504518337097,0.634777664806179,0.293926788283033,0.0712955469107874
26,25,62.8921140585626,65.4895069498967,66.7174286512692,0.703940454442171,0.192096399192429,0.1039631463654
27,25,72.4630773053444,73.9835516130714,76.8058579743264,0.632281306717069,0.295626622267937,0.0720920710149937
28,25,76.824527688566,79.2278059589526,80.4817481938254,0.684304582907308,0.205771016461636,0.109924400631056
29,25,68.0613963067832,70.5863148442439,73.3942210007021,0.73939426185224,0.209217005514226,0.0513887326335336
30,25,63.9267064734434,64.5260948903491,62.4349015308038,0.259781548995057,0.192509763751234,0.547708687253708
31,25,71.5127393690216,74.0316354788316,76.2985939594685,0.727181509565062,0.206381843199713,0.0664366472352243
32,25,77.837639767477,80.435060579762,81.8721425777916,0.711286089849919,0.194098219970788,0.0946156901792928
33,25,66.1763939484145,67.4445745008957,70.2695279510451,0.602556498129321,0.319606693665253,0.0778368082054253
34,25,64.1420337098407,63.5219351980264,66.3785111514196,0.371699230452232,0.506809028425835,0.121491741121933
35,25,46.9251751990136,49.5226291734571,50.1271361117767,0.678160301663025,0.185055671327556,0.136784027009419
36,25,70.9664197848995,71.0881483144322,73.4281446940396,0.447829728970497,0.42138580949769,0.130784461531813
37,25,66.8573782825855,69.2167126140402,72.0709054458448,0.724032250448881,0.222553777823504,0.0534139717276143
38,25,67.1158126368485,69.1489152613432,71.6424289340003,0.68219966419496,0.246847581077795,0.070952754727245
39,25,67.0292933716873,61.7360023140202,64.286519343257,0.0525004611294522,0.740605045970263,0.206894492900285
40,25,72.4450886531016,73.8250328981837,76.6097242982972,0.614918778128421,0.30843714185247,0.0766440800191092
41,25,84.4612077615678,84.679832757709,87.0447727547053,0.460568266902853,0.412876530985084,0.126555202112063
42,25,68.2737513788477,70.87114462985,65.8855570524573,0.218652655496988,0.0596675187174153,0.721679825785597
43,25,67.63893583282,70.2363237435261,73.0612912450313,0.746632803856313,0.203747105894497,0.0496200902491904
44,25,58.5757088892016,61.1730621136558,64.0066851721212,0.746789547696348,0.203793413786118,0.0494170385175338
45,25,70.5537850622561,73.1323994551371,75.4485453026885,0.734224353047714,0.202250584024944,0.0635250629273423
46,25,75.8093616434684,76.0222991858823,78.288192224758,0.456922156831071,0.410774445733006,0.132303397435922
47,25,65.8246226248026,65.8730473725837,68.6001548059378,0.449294683908564,0.438546833582366,0.112158482509071
48,25,84.0743635795046,86.6717770251271,89.3510261561024,0.743845645832537,0.202983932409908,0.0531704217575552
49,25,66.0637947554457,65.9867252586121,68.7836227844872,0.435545819743882,0.452657039244304,0.111797141011814
50,25,77.9030152589486,80.3821606127327,82.3634182085324,0.715812095136079,0.207233259984769,0.0769546448791522
1,100,266.527109658607,266.965790329587,269.096536439241,0.480820490969342,0.386122109507156,0.133057399523502
2,100,222.499338083398,223.839731190287,222.489199413688,0.397347275376427,0.203286048670124,0.399366675953449
3,100,273.799485114687,275.174268326886,277.325752454695,0.597231475928327,0.30033939864958,0.102429125422093
4,100,266.693613055328,268.819879302001,270.925549273662,0.68218008759733,0.235605915032028,0.0822139973706419
5,100,253.744363221172,254.900104264851,257.021761948312,0.569695254982924,0.319651409155914,0.110653335861162
6,100,270.228319496656,272.286139900333,273.190554941324,0.631002556566012,0.225517939996662,0.143479503437326
7,100,254.89044815337,256.562751845294,257.601002584157,0.591278356883193,0.256245265349217,0.152476377767591
8,100,281.022846422453,282.387029329366,283.622217682973,0.562374023157029,0.284312986566396,0.153312990276575
9,100,272.165379012506,244.96646193762,275.992109219312,1.24116517562925e-06,0.999998575660046,1.83174778672237e-07
10,100,268.728046983236,270.8547319613,272.710998442166,0.674857835745227,0.233028220893869,0.0921139433609043
11,100,283.113214807861,284.120020345565,283.014493726389,0.376637996322945,0.22766647643523,0.395695527241825
12,100,241.581664754088,236.322447746905,235.770403060622,0.0301703636341886,0.418412843729606,0.551416792636205
13,100,296.577012464159,298.691099918806,300.040577253358,0.655974180710951,0.227938920876661,0.116086898412388
14,100,239.439851355169,236.311707214871,238.479450919465,0.135233142449017,0.646176276355335,0.218590581195647
15,100,267.279012558332,269.264541850882,270.169418202016,0.622568442767405,0.230693254213974,0.146738303018622
16,100,299.994965808763,301.996627501662,303.223266701441,0.638311333654665,0.234626597038662,0.127062069306673
17,100,309.494083387284,310.539351798062,309.946650214726,0.4183315269516,0.248052406272383,0.333616066776017
18,100,267.697118648451,269.639030889508,271.420526540417,0.651835938635235,0.246863803539197,0.101300257825568
19,100,256.742606872612,258.442840400707,259.887889634011,0.61167264358238,0.261407496552157,0.126919859865463
20,100,259.443057666175,261.569295655484,260.906015664934,0.547473126527508,0.189084571241713,0.263442302230779
