"sim","b","BM_AICc","OU_AICc","BS_AICc","BM_wt","OU_wt","BS_wt"
1,25,74.8339700142616,77.3449868359547,80.1982860884147,0.738909175766512,0.210538092977663,0.0505527312558251
2,25,60.6748745747068,62.2812523974101,65.0773503070841,0.641616067712749,0.287378794811049,0.0710051374762023
3,25,60.9489732373268,63.5165963601515,65.2960717237767,0.719035119783408,0.199158032041952,0.0818068481746406
4,25,69.691249580233,69.4497270069517,72.1066788717127,0.411991410144237,0.464872784579842,0.123135805275921
5,25,62.9974452058665,62.2798425454609,64.2512845978079,0.33717178344073,0.482699290992098,0.180128925567172
6,25,74.3071171667117,76.9045336232026,79.4835569884474,0.741818976953391,0.202430581180139,0.0557504418664703
7,25,70.2887760922665,72.4289290051942,75.2362198494352,0.700646664692421,0.240309399781173,0.059043935526406
8,25,60.6699570584156,63.1837256453608,64.5800687433507,0.701215183945322,0.199523198657896,0.0992616173967812
9,25,80.7635051539119,82.4279291514268,84.6799434982534,0.634439145622159,0.27603547073422,0.0895253836436208
10,25,79.4467496358963,73.0991003601011,75.7213095409533,0.0319081584796931,0.762563944575741,0.205527896944566
11,25,75.5555439283446,71.2387728052872,73.1423352271733,0.0769274165732611,0.665972179343511,0.257100404083228
12,25,74.0990679575942,68.9730883577039,71.6694174477957,0.0576559759946265,0.748060383418845,0.194283640586529
13,25,46.8299744458994,45.7657095459817,48.6187847653059,0.321397716034638,0.547198594040887,0.131403689924476
14,25,87.6388834495682,90.2361661679491,91.8580271218165,0.717261218778512,0.195742248855922,0.0869965323655653
15,25,69.3309744912849,71.8309452705329,74.1813301548375,0.727287871229171,0.208374508213066,0.0643376205577627
16,25,82.4782160439975,84.6367723715261,83.6814156641657,0.529724120857777,0.180021840668628,0.290254038473595
17,25,74.7686707993785,77.366098435042,79.8025507159423,0.738776832405252,0.201599301536329,0.0596238660584194
18,25,71.3110345717582,73.8464086007211,76.6952191912235,0.741168426247015,0.208625521330478,0.0502060524225072
