"sim","b","BM_AICc","OU_AICc","BS_AICc","BM_wt","OU_wt","BS_wt"
1,25,50.5328596988894,53.1302730438438,53.7306989421363,0.67796644438718,0.185006530079818,0.137027025533001
2,25,96.1702345939393,98.7676506542271,101.116042349196,0.736798207401293,0.201060532983701,0.0621412596150063
3,25,83.4936699397338,85.8731416103596,88.4138835559633,0.719565544195328,0.218964974608606,0.0614694811960659
4,25,50.5208341283489,45.2740724918193,47.7154850320696,0.0530551813749541,0.731219251335223,0.215725567289823
5,25,81.7777787643421,83.823238441491,86.679368169453,0.691640919972407,0.24872231679844,0.0596367632291528
6,25,54.5481389638491,55.8032706796053,58.3756664507189,0.594737566306229,0.317524310954926,0.0877381227388448
7,25,56.209392559368,56.2368947126625,58.7991162956803,0.442423309556263,0.436381151018678,0.121195539425059
8,25,65.2624661046204,67.8526877545433,70.7049920113514,0.746458546026768,0.204430744283856,0.0491107096893754
9,25,78.4457592277608,80.6140473245727,78.8079664662873,0.46029071180423,0.155666239306655,0.384043048889114
10,25,83.6956021333574,84.6443835777548,86.267862699179,0.526703293533196,0.327748536525952,0.145548169940852
11,25,78.4484485987627,77.7335646655017,80.5206193202133,0.359129789269678,0.51343622233807,0.127433988392253
12,25,68.1677642460329,70.7651715897779,73.4262377539779,0.7434840262972,0.202885871042391,0.0536301026604091
13,25,75.4635242059567,75.0473691110268,76.9416804554486,0.369158626519297,0.454548210317847,0.176293163162856
14,25,77.8591233328575,80.4565233510113,83.3136357736226,0.747225107629117,0.203907504061831,0.0488673883090522
15,25,72.3999778733492,72.8504033049889,75.3100691876672,0.492189908981499,0.392938032005336,0.114872059013165
16,25,80.2576615704006,81.6500112136601,83.7773125123846,0.598600461799394,0.298395427629355,0.103004110571251
17,25,74.0632822264877,71.4295541609941,74.2404196398583,0.177087036221639,0.660835784821966,0.162077178956395
18,25,72.7529134162092,73.699264128197,75.7057602001728,0.540110166730759,0.33649987419489,0.123389959074351
19,25,65.3616662180422,64.7397604621428,67.4279512581611,0.36756439318296,0.501624283786285,0.130811323030754
20,25,65.4112823310514,68.0086792411159,70.1327471355231,0.731401645797733,0.199589808086433,0.0690085461158334
21,25,70.5299623193971,73.1049415295681,74.2711411900785,0.699302884142827,0.192981504738847,0.107715611118326
22,25,66.7959702767201,67.9933946286708,69.3167665159212,0.545535884374591,0.299782259561289,0.15468185606412
23,25,61.9659272877442,62.9940855796597,63.9152672343197,0.506234809037097,0.302754263579329,0.191010927383574
24,25,43.218983611296,45.816440003772,48.4160779131344,0.742247125545003,0.202543371685201,0.0552095027697956
25,25,72.2296908484151,73.3430053874104,76.1998020080018,0.584626212381265,0.335061943372682,0.0803118442460527
26,25,71.308029087775,73.9054040725031,76.6499773140639,0.745115103660063,0.203334257920414,0.051550638419523
27,25,66.0188271320472,68.6162219368,71.1109906097608,0.740041684133629,0.2019477725313,0.0580105433350705
28,25,63.8158507291349,63.0592679543985,65.7534493035285,0.352196170595081,0.514131829685518,0.133671999719402
29,25,76.7358539037595,78.5772936104205,81.3716068661022,0.668129977237862,0.266070916858976,0.0657991059031614
30,25,55.0357446776308,57.6331332321028,59.5055363166073,0.724694841018007,0.197760436219815,0.0775447227621783
31,25,84.1605771585211,86.6858649852184,87.5109984724114,0.680191695267879,0.192429672612771,0.12737863211935
32,25,88.0250477465546,90.6224488287398,92.3791605444067,0.721364912777671,0.196850506126471,0.0817845810958584
33,25,55.5388186495651,57.6953387459435,60.1999764387391,0.695687812849282,0.236663894226357,0.0676482929243608
34,25,57.6826448607584,58.299350609347,59.3931192402855,0.46299761034734,0.340143986796659,0.196858402856001
35,25,83.5634862413214,85.8779607839903,88.6517956176434,0.717930302936599,0.225683871616351,0.0563858254470501
36,25,72.6647182164757,75.2393111990527,77.3853702995967,0.729711060642208,0.201411918575801,0.0688770207819908
37,25,70.9566742568049,73.5540737919347,76.3875128065226,0.746790530136666,0.203788963029993,0.0494205068333409
38,25,60.7063617303384,61.4294863432721,64.2351866893727,0.535367849766891,0.372930387604029,0.0917017626290803
