"","run","b","sim","BM_AICc","OU_AICc","BS_AICc","pr","BM_wt","OU_wt","BS_wt","fc","lambda"
"1",36,100,1,238.829172349222,239.062030803343,231.110737208222,0,0.0202764405998415,0.0180479196525491,0.961675639747609,2,0.993900887421226
"2",36,100,1,235.243137479933,235.963294640327,231.110736694526,0.1,0.104249300093706,0.0727265535933849,0.823024146312909,2,0.997537788120675
"3",36,100,1,232.269324747866,233.34435114767,231.110736673202,0.2,0.296825989226951,0.173405515593538,0.529768495179511,2,1
"4",36,100,1,229.967411492466,231.280924895214,231.110737148288,0.3,0.48005003097114,0.24892051491272,0.271029454116141,2,1
"5",36,100,1,228.386516337541,229.839317474839,231.1107381193,0.4,0.574789850696025,0.277995222501113,0.147214926802862,2,1
"6",36,100,1,227.561927995109,229.068570909196,231.110737345755,0.5,0.609613140508214,0.287005994714394,0.103380864777392,2,1
"7",36,100,1,227.512572232735,228.993757291766,231.110736914029,0.6,0.608908845050657,0.290346793233743,0.1007443617156,2,1
"8",36,100,1,228.239593178177,229.612400434721,231.110736740043,0.7,0.574262994524642,0.28907432695185,0.136662678523508,2,1
"9",36,100,1,229.726266862718,230.895214886909,231.110736809141,0.8,0.485942820634313,0.270864027620811,0.243193151744876,2,0.999340656305421
"10",36,100,1,231.939257089122,232.790828852779,231.110737633978,0.9,0.315805465761037,0.206301878871849,0.477892655367115,2,0.995667523942411
"11",36,100,1,234.831027912898,235.232881792428,231.110736861118,1,0.121320297005276,0.0992366291070305,0.779443073887693,2,0.991530993176542
"12",36,100,2,203.180868158507,203.807910308117,204.784832744962,0,0.458861227831834,0.33536743567484,0.205771336493326,2,0.990727835174415
"13",36,100,2,200.31812269109,201.271281765311,202.416769517045,0.1,0.507336560034015,0.315007066762998,0.177656373202986,2,0.991683260311156
"14",36,100,2,197.956147681771,199.15155614787,200.460825636799,0.2,0.544689461139326,0.299618980710824,0.155691558149849,2,0.992347015532332
"15",36,100,2,196.132969861842,197.497374539099,198.96229834163,0.3,0.571915624648715,0.289104765417065,0.13897960993422,2,0.992773828169009
"16",36,100,2,194.879414365648,196.349615088816,197.958728917341,0.4,0.590349465756875,0.283047383024044,0.126603151219081,2,0.993010003255449
"17",36,100,2,194.217445015865,195.738110102013,197.476966630579,0.5,0.601146731293177,0.281042669598077,0.117810599108746,2,0.993075679747377
"18",36,100,2,194.158926581476,195.679027777448,197.530882786971,0.6,0.604995117423226,0.282921589298919,0.112083293277855,2,0.992973524764832
"19",36,100,2,194.704910598532,196.173396303995,198.120139744859,0.7,0.601986651389549,0.288874523346725,0.109138825263727,2,0.992699555828758
"20",36,100,2,195.845588623258,197.20705257532,199.230236731147,0.8,0.591597836990384,0.299494214027513,0.108907948982102,2,0.992227132394073
"21",36,100,2,197.560873609343,198.752029222021,200.833827417418,0.9,0.572767663131014,0.315734715686701,0.111497621182285,2,0.991521740586594
"22",36,100,2,199.82152633504,200.769085235587,202.893047341708,1,0.544088450092723,0.338773714432317,0.11713783547496,2,0.990501125069884
"23",36,100,3,220.892032381892,223.018289159262,216.873921086918,0,0.113615108222961,0.0392396652442999,0.847145226532739,2,1
"24",36,100,3,217.639771721956,219.766027002185,216.873921693225,0.1,0.35562611576988,0.122823983528617,0.521549900701503,2,1
"25",36,100,3,215.145794349315,217.272048266678,216.873920754679,0.2,0.565988507631367,0.19547779937197,0.238533692996664,2,1
"26",36,100,3,213.47036862569,215.596622442709,216.873921762435,0.3,0.654564455392729,0.226069653326282,0.119365891280989,2,1
"27",36,100,3,212.655995820394,214.776270588534,216.873921704087,0.4,0.681304735752719,0.236009558125896,0.0826857061213853,2,1
"28",36,100,3,212.72390183209,214.85015830808,216.873920734436,0.5,0.679842490769027,0.23479972156696,0.0853577876640126,2,1
"29",36,100,3,213.672328870742,215.798586854332,216.873920622048,0.6,0.646366724825593,0.22323790389418,0.130395371280227,2,1
"30",36,100,3,215.476599279148,217.602849514312,216.87392078242,0.7,0.542703850315028,0.187436225746509,0.269859923938463,2,1
"31",36,100,3,218.091204726488,220.217468215293,216.87392069376,0.8,0.314138791809878,0.108494898775427,0.577366309414694,2,1
"32",36,100,3,221.453563716725,223.555014218901,216.873920778744,0.9,0.0891038556685308,0.0311581969771001,0.879737947354369,2,1
"33",36,100,3,225.488574398871,227.614424647967,216.873920672738,1,0.0132297516260407,0.00457013653058167,0.982200111843378,2,1
"34",36,100,4,210.084664198514,212.210986733379,194.476609034442,0,0.00040786412839506,0.000140860893555532,0.999451274978049,2,1
"35",36,100,4,203.798289250829,205.924604492641,194.476608990637,0.1,0.00933966416354981,0.00322557966084946,0.987434756175601,2,1
"36",36,100,4,198.503713871832,200.630036479564,194.476609079416,0.2,0.113183123839615,0.0390891825700002,0.847727693590384,2,1
"37",36,100,4,194.386570386619,196.512893273012,194.47660934725,0.3,0.434529240667418,0.150069991688402,0.41540076764418,2,1
"38",36,100,4,191.607949628201,193.734275709807,194.476609209233,0.4,0.631457963039584,0.218081387861708,0.150460649098708,2,1
"39",36,100,4,190.285579645517,192.411906608406,194.476609020493,0.5,0.681027979105047,0.235200868632784,0.0837711522621688,2,1
"40",36,100,4,190.47817861491,192.60450553276,194.476609163633,0.6,0.675309243145381,0.233225842452306,0.091464914402313,2,1
"41",36,100,4,192.177083059347,194.3034101817,194.476608878616,0.7,0.601658161043429,0.207789569821294,0.190552269135278,2,1
"42",36,100,4,195.307509088829,197.433825744779,194.476609223859,0.8,0.349599550882454,0.120738859951241,0.529661589166305,2,1
"43",36,100,4,199.73907394866,201.865400414605,194.476609580214,0.9,0.0656330033074243,0.022667120438747,0.911699876253829,2,1
"44",36,100,4,205.302674209422,207.428965372972,194.476610350124,1,0.00443152370571044,0.00153050522723016,0.994037971067059,2,1
"45",36,100,5,237.061833547625,231.40442965073,183.816105873939,0,2.74054629711683e-12,4.63795777424591e-11,0.99999999995088,2,0.903822744302491
"46",36,100,5,221.614657169245,218.815899202827,183.816105471811,0.1,6.19653309185906e-09,2.51125806109494e-08,0.999999968690886,2,0.934092243148875
"47",36,100,5,207.226150011737,206.666575738084,183.816105486233,0.2,8.25211166200497e-06,1.09162910310555e-05,0.999980831597307,2,0.964466157999845
"48",36,100,5,194.827124983889,195.766863482555,183.816105155083,0.3,0.00403764752602572,0.00252386883825326,0.993438483635721,2,0.993235871032263
"49",36,100,5,185.524500915015,187.248091407535,183.816105449395,0.4,0.265118952401584,0.111987063034007,0.622893984564409,2,0.996178212023527
"50",36,100,5,180.383911719415,182.385769177538,183.816105623173,0.5,0.64628526092407,0.237534353096387,0.116180385979543,2,0.996716751175358
"51",36,100,5,180.096794575826,182.130725703472,183.816107247966,0.6,0.659014652920736,0.238359539879403,0.102625807199862,2,0.996787236443293
"52",36,100,5,184.704126612444,186.584936848978,183.816105133935,0.7,0.339050074220019,0.132388752603389,0.528561173176593,2,0.996481424472288
"53",36,100,5,193.578627091777,194.933352932232,183.816105647371,0.8,0.00750161249128571,0.0038104796592996,0.988687907849415,2,0.995177120543358
"54",36,100,5,205.679781250805,205.912780158407,183.816105282755,0.9,1.78792135004646e-05,1.59130468173686e-05,0.999966207739682,2,0.977307123751822
"55",36,100,5,219.891391790431,218.333443708186,183.816105182707,1,1.46673287525951e-08,3.19635607557749e-08,0.999999953369111,2,0.949787584769911
"56",36,100,6,241.437669587944,227.378803903208,165.264613669172,0,2.878929781708e-17,3.25143417915873e-14,0.999999999999967,2,0.869683125928327
"57",36,100,6,217.427462243247,208.781634062512,165.264613529081,0.1,4.70957070521822e-12,3.55139563505581e-10,0.999999999640151,2,0.912191153183562
"58",36,100,6,194.544353528628,190.476199313533,165.264613491307,0.2,4.3851412669229e-07,3.3525252096568e-06,0.999996208960664,2,0.951777066337404
"59",36,100,6,175.537092913855,174.627737912685,165.264614027448,0.3,0.00579204297341954,0.00912632026050309,0.985081636766077,2,0.9997479858317
"60",36,100,6,164.139764784902,164.709262271843,165.264613507633,0.4,0.430657814860775,0.32394219787743,0.245399987261795,2,0.999829568572855
"61",36,100,6,163.453886202121,164.069538353196,165.264613495186,0.5,0.467412480824619,0.343568341729662,0.189019177445719,2,0.999833192434132
"62",36,100,6,173.690437799704,172.926560574665,165.264613520587,0.6,0.0142820214682206,0.0209249058886874,0.964793072643092,2,0.999767235193297
"63",36,100,6,191.990371083985,188.136809784511,165.264613569723,0.7,1.57242565445444e-06,1.07984227267558e-05,0.999987629151619,2,0.955554252667024
"64",36,100,6,214.579054647977,206.149742658085,165.264613890724,0.8,1.956614420045e-11,1.32405824987675e-09,0.999999998656376,2,0.914312981198121
"65",36,100,6,238.556678703798,224.669730661944,165.264613494391,0.9,1.21571074759107e-16,1.25991924185834e-13,0.999999999999874,2,0.868543561970101
"66",36,100,6,262.24609776132,242.539991825957,165.264615485322,1,8.72446290362345e-22,1.65907200112155e-17,1,2,0.819093012576955
"67",36,100,7,248.540326766715,245.242687279629,197.414876006102,0,7.91132862607553e-12,4.11455376064821e-11,0.999999999950943,2,1
"68",36,100,7,235.752794698527,234.380218461073,197.414876114481,0.1,4.73180402674758e-09,9.39891868848838e-09,0.999999985869277,2,1
"69",36,100,7,223.665203923828,223.826035524204,197.414876054523,0.2,1.9943990733644e-06,1.84029703088279e-06,0.999996165303896,2,1
"70",36,100,7,212.791733003823,214.024913973962,197.414882883544,0.3,0.000457776179629255,0.000247099203310399,0.99929512461706,2,1
"71",36,100,7,203.745679998107,205.58652198536,197.414875978344,0.4,0.0398460025971597,0.0158727070307753,0.944281290372065,2,1
"72",36,100,7,197.172856707431,199.252673927026,197.414876012016,0.5,0.446525771895107,0.157841049157895,0.395633178946998,2,1
"73",36,100,7,193.63474941608,195.759723907981,197.414875975855,0.6,0.66815558027732,0.230911334862403,0.100933084860277,2,1
"74",36,100,7,193.470041455511,195.595339069988,197.414876013976,0.7,0.673555120650225,0.232739785105972,0.0937050942438025,2,1
"75",36,100,7,196.695163167729,198.780073441205,197.414876017676,0.8,0.487718166771307,0.171963556779385,0.340318276449308,2,1
"76",36,100,7,202.999169408521,204.857946214636,197.414875990221,0.9,0.0564627135889385,0.0222912022071074,0.921246084203954,2,1
"77",36,100,7,211.836012629257,213.104157756165,197.414876596897,1,0.000737903160068312,0.000391403905469442,0.998870692934462,2,1
"78",36,100,8,201.462935887988,201.749086575551,199.064461946005,0,0.192891064985494,0.167176519244144,0.639932415770362,2,1
"79",36,100,8,200.306730083541,200.726582275234,199.064461571843,0.1,0.27235474898522,0.22078278500457,0.50686246601021,2,1
"80",36,100,8,199.281019007154,199.81571109778,199.06446193852,0.2,0.347250406312047,0.265788294459492,0.386961299228461,2,1
"81",36,100,8,198.389955017206,199.021284330941,199.064461623205,0.3,0.409327425283459,0.298524118845472,0.292148455871069,2,1
"82",36,100,8,197.637298332555,198.34763229583,199.064461557388,0.4,0.456424504850112,0.319979306500752,0.223596188649136,2,1
"83",36,100,8,197.026217372413,197.798525021061,199.064461689742,0.5,0.490057326680398,0.333075287549286,0.176867385770317,2,1
"84",36,100,8,196.559354428231,197.377092980979,199.064461693737,0.6,0.512774446807388,0.340687896031727,0.146537657160884,2,1
"85",36,100,8,196.238772323865,197.085762663977,199.064461703142,0.7,0.526813740400676,0.344933581890341,0.128252677708983,2,1
"86",36,100,8,196.065876643638,196.926198747176,199.064461954226,0.8,0.533705537173224,0.347124396335121,0.119170066491656,2,1
"87",36,100,8,196.041435352787,196.8992812485,199.064461973772,0.9,0.534249099036839,0.347908411549953,0.117842489413208,2,1
"88",36,100,8,196.165557263948,197.005069091273,199.06446154458,1,0.528567472873626,0.347378357072991,0.124054170053383,2,1
"89",36,100,9,198.319804396456,200.445224050621,202.009605371153,0,0.665088503396866,0.229800213051755,0.105111283551379,2,0.999968748139531
"90",36,100,9,198.504595735415,200.630018961349,202.00960570021,0.1,0.658389908268446,0.227485319950259,0.114124771781295,2,0.999968896979317
"91",36,100,9,198.713592242237,200.839016051058,202.009606311165,0.2,0.650215957060102,0.224661010234631,0.125123032705267,2,0.999969058024444
"92",36,100,9,198.946640724156,201.0720657189,202.009606641443,0.3,0.640314680299352,0.221239814376196,0.138445505324451,2,0.999969241127617
"93",36,100,9,199.203572205985,201.329000278358,202.00960492961,0.4,0.628388960363125,0.217118937439941,0.154492102196934,2,0.999969433377489
"94",36,100,9,199.484202863765,201.609632280289,202.009604657218,0.5,0.614097655917158,0.212180909178896,0.173721434903946,2,0.999969655968281
"95",36,100,9,199.7883312543,201.913747464963,202.009605003979,0.6,0.597061984241662,0.206296164669961,0.196641851088377,2,0.999969904583881
"96",36,100,9,200.115741188964,202.241161952,202.009605792134,0.7,0.576885145318633,0.199324232975122,0.223790621706244,2,0.999970159087761
"97",36,100,9,200.466201644264,202.591634481245,202.009606191601,0.8,0.553176426028553,0.191131288557762,0.255692285413685,2,0.999970454631554
"98",36,100,9,200.839467288447,202.964902203087,202.009604707348,0.9,0.525601194759549,0.181603417165813,0.292795388074638,2,0.999970729894897
"99",36,100,9,201.235279033447,203.360715561486,202.009604721234,1,0.493950136057944,0.170667344649662,0.335382519292394,2,0.999971121966585
"100",36,100,10,202.273015100242,204.190871772329,200.139471294069,0,0.23313898174867,0.089362973335921,0.677498044915409,2,1
"101",36,100,10,201.556825615869,203.378913020678,200.139471587954,0.1,0.291255935545756,0.117115272149738,0.591628792304506,2,1
"102",36,100,10,200.890404116243,202.606853274173,200.139471287983,0.2,0.34727235460858,0.147213626997313,0.505514018394107,2,1
"103",36,100,10,200.274783683059,201.879677394547,200.139471493079,0.3,0.397104609786177,0.177994542721424,0.424900847492399,2,1
