"","run","b","sim","BM_AICc","OU_AICc","BS_AICc","pr","BM_wt","OU_wt","BS_wt","fc","lambda"
"1",8,25,1,61.6134208922211,64.210826875506,66.2861367823289,0,0.730159055680642,0.199249817803959,0.070591126515399,2,0.998483378559874
"2",8,25,1,61.4346892131959,64.0320939947266,66.2861367484071,0.1,0.734592059933742,0.200459640830443,0.0649482992358152,2,0.998342268349275
"3",8,25,1,61.2783954355217,63.8757679967802,66.2861367188313,0.2,0.738193726474013,0.201445729281815,0.060360544244172,2,0.998219080042669
"4",8,25,1,61.1449722082175,63.7423767291205,66.2861369379574,0.3,0.741082909866404,0.202230927067003,0.0566861630665931,2,0.998116088880393
"5",8,25,1,61.0347906564002,63.6321952040905,66.2861370763084,0.4,0.743341499635785,0.20284726119565,0.0538112391685651,2,0.998029549580517
"6",8,25,1,60.9481630950043,63.5455669472601,66.2861367707065,0.5,0.745040888413441,0.203311070776805,0.051648040809754,2,0.997964977448352
"7",8,25,1,60.8853365777688,63.4827406599052,66.286137032405,0.6,0.746232805011261,0.203636304472166,0.0501308905165729,2,0.997918603628155
"8",8,25,1,60.8464911514281,63.4438921219105,66.286136846328,0.7,0.746952838939092,0.203833108604996,0.0492140524559119,2,0.997891173239399
"9",8,25,1,60.8317390059206,63.4223854144017,66.2861367315647,0.8,0.746707995384952,0.204455633607402,0.0488363710076461,2,0.997881275991382
"10",8,25,1,60.841123034931,63.431769906344,66.286136745838,0.9,0.746536566928028,0.204408647578761,0.0490547854932105,2,0.997902239121204
"11",8,25,1,60.8746157511575,63.4720168639209,66.2861369807323,1,0.746432624817341,0.203691134868614,0.0498762403140451,2,0.9979385310235
"12",8,25,2,46.9888206205134,47.9539250720138,49.4022757278488,0,0.52181694659959,0.322068618450178,0.156114434950231,2,0.988087149697734
"13",8,25,2,47.9307600383003,49.0136740572063,49.4022759213892,0.1,0.485191480414493,0.282332825857653,0.232475693727853,2,0.990039718722053
"14",8,25,2,49.1127340869069,50.316244686502,49.4022757182089,0.2,0.414409908152468,0.227034116807887,0.358555975039646,2,0.992058209401145
"15",8,25,2,50.500691019886,51.8232173482502,49.402275714039,0.3,0.307874275370603,0.158924355685235,0.533201368944162,2,0.994013650354289
"16",8,25,2,52.0592277183317,53.4958103663218,49.4022757214268,0.4,0.190010388908452,0.0926461525481942,0.717343458543354,2,0.995834521966358
"17",8,25,2,53.7538409433959,55.2971933284386,49.402275729172,0.5,0.0973585260066618,0.0450027732848675,0.857638700708471,2,0.997490914331309
"18",8,25,2,55.5525391094015,57.1940056819241,49.4022758737035,0.6,0.0433034647015211,0.0190582363363202,0.937638298962159,2,0.998977802463288
"19",8,25,2,57.426812258219,59.1571477273911,49.4022762873971,0.7,0.0176388414890668,0.00742561595843437,0.974935542552499,2,1
"20",8,25,2,59.3520569006422,61.1620073800497,49.4022757574234,0.8,0.00684286879149046,0.00276829558339242,0.990388835625117,2,1
"21",8,25,2,61.3076018807615,63.188295191953,49.4022757238912,0.9,0.00258955215988045,0.00101120055566595,0.996399247284454,2,1
"22",8,25,2,63.2764717925796,65.2196551432211,49.4022757260151,1,0.000969785390804582,0.000367044511376487,0.998663170097819,2,1
"23",8,25,3,47.8832225965412,50.4806002372198,46.3283652645223,0,0.289959328158257,0.0791268170957153,0.630913854746027,2,1
"24",8,25,3,45.4862747804158,48.0836512661837,46.3283651640739,0.1,0.518336151267034,0.141448505139826,0.340215343593141,2,1
"25",8,25,3,43.4784911239484,46.0758660690826,46.3283651800924,0.2,0.660758017684293,0.180314079248502,0.158927903067205,2,1
"26",8,25,3,41.9791796242834,44.5765537970638,46.3283653038443,0.3,0.721217511698657,0.196812930452577,0.0819695578487661,2,1
"27",8,25,3,41.0931239363365,43.6904993506878,46.3283664548139,0.4,0.743016066501268,0.202761408685713,0.0542225248130192,2,1
"28",8,25,3,40.8893346342784,43.4775033788005,46.3283660479537,0.5,0.746237786691872,0.204580169605266,0.0491820437028617,2,1
"29",8,25,3,41.3844812590961,43.9818548414466,46.3283651998605,0.6,0.736751001370617,0.201051921297511,0.0621970773318721,2,1
"30",8,25,3,42.5385910787724,45.1359624324744,46.3283656807581,0.7,0.702629344350971,0.191740678728704,0.105629976920325,2,1
"31",8,25,3,44.2651581477608,46.8625334460042,46.3283651369997,0.8,0.613751226701272,0.167486379021451,0.218762394277277,2,1
"32",8,25,3,46.4507649480672,49.0481402711017,46.3283652146991,0.9,0.428081998396662,0.116819160317358,0.45509884128598,2,1
"33",8,25,3,48.9757910901243,51.5731665847015,46.3283653035868,1,0.198797837895571,0.0542498740683927,0.746952288036036,2,1
"34",8,25,4,98.6211791233752,90.0352984026287,56.5459161615256,0,7.30251927544738e-10,5.34408087133922e-08,0.999999945828939,2,0.86162353532279
"35",8,25,4,89.9391728539129,84.8853687428484,56.5459162991967,0.1,5.60720124813452e-08,7.01723082848139e-07,0.999999242204905,2,0.900842034852974
"36",8,25,4,80.0120944492909,78.1774581075083,56.5459162165161,0.2,8.02364925559561e-06,2.00797432558948e-05,0.999971896607488,2,0.937139039113788
"37",8,25,4,68.9586901365376,69.8559246405433,56.5459161624761,0.3,0.00200986924099904,0.00128332249446267,0.996706808264538,2,0.968169383774109
