"","run","b","sim","BM_AICc","OU_AICc","BS_AICc","pr","BM_wt","OU_wt","BS_wt","fc","lambda"
"1",20,25,1,53.0242432705217,54.5986392572172,47.4831421464946,0,0.0573969093064711,0.0261223811890535,0.916480709504475,2,1
"2",20,25,1,51.4615985307032,53.0056164122645,47.4831421514134,0.1,0.113999431459656,0.0526772946106477,0.833323273929697,2,1
"3",20,25,1,49.970977678375,51.4864853390749,47.4831423784849,0.2,0.20251540465637,0.0949226287615929,0.702561966582038,2,1
"4",20,25,1,48.5722406788192,50.062038079723,47.4831423879501,0.3,0.312635468581598,0.148433815830378,0.538930715588024,2,1
"5",20,25,1,47.2868876285277,48.7548109620213,47.4831421589729,0.4,0.419017155581229,0.201129744822501,0.379853099596269,2,1
"6",20,25,1,46.1374316696135,47.5884151088141,47.4831421570911,0.5,0.50142000024692,0.242730640722039,0.255849359031041,2,1
"7",20,25,1,45.1464890791343,46.5865588077862,47.4831423665387,0.6,0.556290471985082,0.2707662019621,0.172943326052818,2,1
"8",20,25,1,44.3356536787928,45.7718011077463,47.4831425503839,0.7,0.589984977645662,0.2877302359598,0.122284786394537,2,1
"9",20,25,1,43.7241441067924,45.1641126535994,47.4831421635107,0.8,0.60996940862383,0.296908655040125,0.0931219363360446,2,1
"10",20,25,1,43.3274470543611,44.7794026679223,47.4831422272003,0.9,0.621484484509915,0.300706028878394,0.077809486611691,2,1
"11",20,25,1,43.1560913818743,44.6282104266951,47.4831421973166,1,0.627385259930208,0.300516084753008,0.0720986553167843,2,1
"12",20,25,2,88.5686289854957,80.9414323215177,62.9830334405705,0,2.78036999169631e-06,0.000125987455361761,0.999871232174646,2,0.821400396419806
"13",20,25,2,82.3406566741771,77.6259763642266,62.9830336887807,0.1,6.25505820705089e-05,0.00066071045136074,0.999276738966569,2,0.858985564866836
"14",20,25,2,75.7891865686166,73.8026552214653,62.9830334913176,0.2,0.00164636282548863,0.00444524141975878,0.993908395754753,2,0.894190098451199
"15",20,25,2,69.2045252773903,69.5308324928783,62.9830334388723,0.3,0.0411738913193695,0.0349756023216582,0.923850506358972,2,0.926741245003228
"16",20,25,2,63.223433872419,65.1119548247304,62.9830334348183,0.4,0.397347351159685,0.154555052842215,0.4480975959981,2,0.956281135703395
"17",20,25,2,58.9299666326523,61.4512495238691,62.9830334471852,0.5,0.706582084911898,0.200296333019648,0.0931215820684538,2,0.982472772879071
"18",20,25,2,57.547333292643,60.142701990556,62.9830334532833,0.6,0.74672552734062,0.203978242833042,0.0492962298263383,2,1
"19",20,25,2,59.5705910229914,62.0861032296442,62.9830335508776,0.7,0.682201876456381,0.193944011568913,0.123854111974706,2,0.983669244738944
"20",20,25,2,64.2932259659957,66.1903576377529,62.9830334542723,0.8,0.301875500803475,0.116915195535567,0.581209303660958,2,0.960165365600962
"21",20,25,2,70.4629782960072,70.9082982968773,62.9830334289396,0.9,0.0227804876241148,0.0182332046501164,0.958986307725769,2,0.934676725151021
"22",20,25,2,77.0778049272969,75.4367114531727,62.983033451951,1,0.000867212022300973,0.00197008157795841,0.997162706399741,2,0.907537381561216
"23",20,25,3,34.5006407211532,37.0980989135082,39.8104328138071,0,0.744499347467472,0.203157772066672,0.0523428804658559,2,0.990386644084029
"24",20,25,3,34.80461484028,37.4020718964373,39.8104333567708,0.1,0.738157152897746,0.201427238749606,0.0604156083526478,2,0.990780298074743
"25",20,25,3,35.2697064529097,37.8671612074641,39.8104327472607,0.2,0.726663115928684,0.198290991031807,0.0750458930395085,2,0.991334057309646
"26",20,25,3,35.887041511928,38.4844925111257,39.8104327411864,0.3,0.70746417389348,0.193052368413659,0.0994834576928616,2,0.992012811867357
"27",20,25,3,36.6454170639102,39.2428664947311,39.8104327823308,0.4,0.676434946854166,0.184585277660676,0.138979775485158,2,0.99278346187043
"28",20,25,3,37.5319347086924,40.1293798881758,39.8104327375851,0.5,0.627770255232338,0.171306041659688,0.200923703107974,2,0.99361255852374
"29",20,25,3,38.5326392364116,41.1300811105166,39.8104327604847,0.6,0.55532260529576,0.151536766492384,0.293140628211856,2,0.994474700857221
"30",20,25,3,39.6331318371126,42.2305676418328,39.8104327448975,0.7,0.457028607372812,0.124714619697173,0.418256772930015,2,0.995334290285399
"31",20,25,3,40.8191027752736,43.4165328527094,39.8104332536625,0.8,0.341440752234617,0.0931731073695777,0.565386140395805,2,0.996185126118546
"32",20,25,3,42.0767410068312,44.6741704752475,39.810433009379,0.9,0.228398216357762,0.062325829229784,0.709275954412454,2,0.997007217901934
"33",20,25,3,43.3930838843251,45.9905091514337,39.8104328805692,1,0.13754629136154,0.0375340263665949,0.824919682271865,2,0.997792568385823
"34",20,25,4,100.828816275184,57.2178978154675,37.9173978718407,0,2.18238364120088e-14,6.4405316159286e-05,0.999935594683819,2,0.251968385346513
"35",20,25,4,90.5917310749248,53.7901687083221,37.9173978398841,0.1,3.64551288936978e-12,0.000357368581833471,0.999642631414521,2,0.391279165119856
"36",20,25,4,78.1064296072682,50.60303865125,37.9173980593641,0.2,1.87197172456839e-09,0.00175624357123933,0.998243754556789,2,0.608237583719172
"37",20,25,4,62.6240442704298,47.4648474740587,37.9173979224321,0.3,4.27921569990316e-06,0.00837803051100705,0.991617690273293,2,0.811077709171189
