"fc","b","sim","BM_AICc_exp","OU_AICc_exp","WN_exp","Static_exp","BM_wt","OU_wt","WN_wt"
1,100,1269,-107.869455027358,-107.498742945215,11.4092297798696,FALSE,0.546206792592908,0.453793207407092,6.85993161683297e-27
1,100,1270,-187.062932182514,-184.936642808355,3.42111561053582,FALSE,0.743291040305131,0.256708959694869,3.22161378011572e-42
1,100,1271,-157.319983400425,-156.265560510088,6.29367145779685,FALSE,0.628832491326339,0.371167508673661,1.86329337072244e-36
1,100,1272,-165.397755687866,-163.307642662359,-31.4932630168135,FALSE,0.739824484630203,0.260175515369797,6.19637318325767e-30
1,100,1273,-216.047307180339,-213.921018556246,-12.3951221372619,FALSE,0.743290968745232,0.256709031254768,4.45295965294918e-45
1,100,1274,-132.59261959593,-130.466329898609,9.23587449887076,FALSE,0.743291071136288,0.256708928863712,1.18438455361016e-31
1,100,1275,-69.3437692200364,-76.3607078604695,-26.5134422287491,FALSE,0.0290722112303914,0.970927788755054,1.45542801493348e-11
1,100,1276,-107.362601217961,-107.685968873899,14.519754457675,FALSE,0.459666869332562,0.540333130667438,1.57045662977347e-27
1,100,1277,-185.317566002732,-183.191277113702,-61.0529720411605,FALSE,0.743290994021447,0.256709005978553,7.71694036355085e-28
1,100,1278,-138.195664457545,-137.384529415141,-5.3284541054314,FALSE,0.600024578890732,0.399975421109268,8.44152478463797e-30
1,100,1279,-121.692083955213,-119.581966588216,-26.6998738974686,FALSE,0.741745121460595,0.258254878539405,1.74967897299202e-21
1,100,1280,-122.000834753702,-120.854546257356,-22.098332180077,FALSE,0.639488376998379,0.360511623001621,1.29503008402444e-22
1,100,1281,-88.4297014371785,-91.8893421521997,-13.3210300778584,FALSE,0.150610559431581,0.849389440568419,7.38269053939484e-18
1,100,1282,-149.260981912948,-147.230293211696,-54.4304574359162,FALSE,0.734064743897746,0.265935256102254,1.87736024858972e-21
1,100,1283,-165.866941054615,-163.740648121615,-12.5253955233899,FALSE,0.74329137983525,0.25670862016475,3.74511847398821e-34
1,100,1284,-155.526438934787,-156.31444908617,-47.2521300030825,FALSE,0.402753533202348,0.597246466797652,1.24042899281682e-24
1,100,1285,-165.996774903582,-165.592762414134,-31.731479416519,FALSE,0.550330526321519,0.449669473678481,3.84844365832545e-30
1,100,1286,-194.801547220781,-192.675257988521,11.9003899105223,FALSE,0.743291026767314,0.256708973232686,9.69177989370319e-46
1,100,1287,-139.074720989169,-137.141505549372,28.226139763933,FALSE,0.724442828307359,0.275557171692641,3.39690808788728e-37
1,100,1288,-147.363513409595,-145.237224437065,-5.9124628707003,FALSE,0.743291001987762,0.256708998012238,1.43038689060805e-31
1,100,1289,-202.556877127501,-200.430586415666,27.4712813271119,FALSE,0.743291167925669,0.256708832074331,8.34024911493784e-51
1,100,1290,-151.073904421141,-148.947615609074,4.25606803535638,FALSE,0.743290986678857,0.256709013321143,1.38574688320031e-34
1,100,1291,-172.279203872449,-170.152914821295,-5.41996983699727,FALSE,0.743291009488881,0.256708990511119,4.34646895215884e-37
1,100,1292,-115.726385675327,-113.812959971159,-36.5889788260841,FALSE,0.722463180882764,0.277536819117236,4.7243946118536e-18
1,100,1293,-109.925064959847,-110.52032294604,-26.611523231413,FALSE,0.426137197583082,0.573862802416918,3.45337487717657e-19
1,100,1294,-164.299813559776,-162.608052454398,-29.6248645607757,FALSE,0.699702281041312,0.300297718958688,3.98675630093251e-30
1,100,1295,-87.7819001730549,-89.67898457312,-2.41428742832855,FALSE,0.279178091807925,0.720821908192076,8.10102104448142e-20
1,100,1296,-247.588703760467,-245.462408917054,7.92604896661015,FALSE,0.743291562097491,0.256708437902509,2.43688831539091e-56
1,100,1297,-118.740113333728,-116.773687994859,-5.87871615004568,FALSE,0.727745214862617,0.272254785137383,2.26171745695258e-25
1,100,1298,-96.0077952189244,-97.7234216177592,-1.66477029198836,FALSE,0.297796433358153,0.702203566641847,9.71833635530988e-22
1,100,1299,-132.045498999829,-129.919207235474,-9.72342724753683,FALSE,0.743291268340996,0.256708731659005,2.03825559227112e-27
1,100,1300,-135.407533793756,-133.282741515737,-23.9407401827182,FALSE,0.743148184235185,0.256851815764815,4.63840568863662e-25
1,100,1301,-135.052716955035,-133.345357962981,-33.3163862275273,FALSE,0.701338430666626,0.298661569333374,5.67759114932321e-23
1,100,1302,-155.867703520509,-154.84644889172,-40.880289534461,FALSE,0.62495352008912,0.37504647991088,6.70884915903331e-26
1,100,1303,-103.090825160492,-101.478509708093,-24.2150323413072,FALSE,0.691290135246518,0.308709864753482,5.15228135586137e-18
1,100,1304,-92.9809465539999,-95.219675825091,-23.7457670609542,FALSE,0.24612915615115,0.75387084384885,2.27475620849433e-16
1,100,1305,-112.582427352042,-112.396844867552,-19.2367682688268,FALSE,0.523181180036276,0.476818819963724,2.81125207079896e-21
1,100,1306,-108.783058736268,-106.875794193527,8.87069221380304,FALSE,0.721845070121559,0.278154929878441,2.04294459365011e-26
1,100,1307,-213.060851974617,-210.934553524771,35.4144970555052,FALSE,0.743291906167605,0.256708093832395,8.23043742427539e-55
1,100,1308,-148.483112288323,-146.360425107524,21.1153529717979,FALSE,0.742947223438287,0.257052776561713,1.10438160211528e-37
1,100,1309,-162.840861198476,-160.714571645109,9.2281473701368,FALSE,0.743291057402388,0.256708942597612,3.21253926014771e-38
1,100,1310,-78.0918473804434,-81.0087747178255,-23.4524900430415,FALSE,0.188702415553639,0.811297584446104,2.5762723138627e-13
1,100,1311,-120.732850498927,-120.555422838748,-14.7926957752483,FALSE,0.522163923323785,0.477836076676215,5.16647769267584e-24
1,100,1312,-195.187724390895,-193.061430754691,-36.3250070951108,FALSE,0.743291446924147,0.256708553075853,2.36896358285015e-35
1,100,1313,-181.258387935064,-179.231859163299,-43.9577280119298,FALSE,0.733658508665695,0.266341491334305,1.12469425183958e-30
1,100,1314,-167.201530153764,-165.07524177148,24.6830205590735,FALSE,0.743290945675465,0.256709054324535,1.59940361758899e-42
1,100,1315,-114.904160405883,-113.253600195922,12.8976968106975,FALSE,0.695356008921189,0.304643991078811,1.23136421669016e-28
1,100,1316,-80.6033304457807,-79.7724814404604,-17.0252726908555,FALSE,0.60238785679418,0.397612143205811,9.4205526698645e-15
1,100,1317,-139.853331547025,-138.11622536022,-31.5064258657727,FALSE,0.70444453766652,0.29555546233348,2.09225768431916e-24
1,100,1318,-129.307263102571,-130.493629217703,-2.87558142997185,FALSE,0.355904846842285,0.644095153157715,1.25038299392632e-28
1,100,1319,-146.422505012235,-144.327197395874,-8.79611407442977,FALSE,0.740324111509748,0.259675888490252,9.64341417804123e-31
1,100,1320,-166.787415921268,-164.739182369487,-54.7435186449233,FALSE,0.735773721423985,0.264226278576015,3.44128874168283e-25
1,100,1321,-160.116359231615,-157.990070501693,-11.6009134527564,FALSE,0.74329097884177,0.25670902115823,4.1825348886343e-33
1,100,1322,-201.880349166391,-199.754057920432,-35.4903845871171,FALSE,0.743291218883615,0.256708781116385,5.49588038202193e-37
1,100,1323,-106.42273807121,-113.024803400784,-44.2750414909945,FALSE,0.0355357797841223,0.964464220215877,1.13622674059174e-15
1,100,1324,-168.255070812749,-166.128782066543,-1.28649017649929,FALSE,0.743290980395378,0.256709019604622,4.1152123668856e-37
1,100,1325,-124.327134610419,-123.430720409048,-25.0528926026509,FALSE,0.610212871611737,0.389787128388263,1.69181789639847e-22
1,100,1326,-143.164810881881,-141.038521950485,-3.21867831779531,FALSE,0.7432909980634,0.256709001936601,3.03558434887824e-31
